DATE ,PRCP,TEMP
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:51:15,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:51:20,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:51:25,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:51:30,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:51:35,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:51:40,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:51:45,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:51:50,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:51:55,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:52:00,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:52:05,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:52:10,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:52:15,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:52:20,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:52:25,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:52:30,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:52:35,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:52:40,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:52:45,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:52:50,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:52:55,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:53:00,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:53:05,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:53:10,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:53:15,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:53:20,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:53:25,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:53:30,1,24
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:53:35,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:53:40,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:53:45,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:53:50,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:53:55,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:54:00,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:54:05,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:54:10,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:54:15,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:54:20,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:54:25,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:54:30,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:54:35,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:54:40,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:54:45,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:54:50,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:54:55,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:55:00,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:55:05,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:55:10,1,23.9
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:55:15,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:55:20,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:55:25,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:55:30,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:55:35,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:55:40,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:55:45,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:55:50,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:55:55,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:56:00,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:56:05,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:56:10,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:56:15,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:56:20,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:56:25,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:56:30,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:56:35,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:56:40,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:56:45,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:56:50,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:56:55,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:57:00,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:57:05,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:57:10,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:57:15,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:57:20,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:57:26,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:57:31,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:57:36,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:57:41,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:57:46,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:57:51,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:57:56,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:58:01,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:58:06,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:58:11,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:58:16,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:58:21,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:58:26,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:58:31,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:58:36,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:58:41,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:58:46,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:58:51,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:58:56,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:59:01,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:59:06,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:59:11,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:59:16,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:59:21,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:59:26,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:59:31,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:59:36,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:59:41,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:59:46,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:59:51,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 01:59:56,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:00:01,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:00:06,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:00:11,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:00:16,1,23.8
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:00:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:00:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:00:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:00:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:00:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:00:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:00:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:00:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:01:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:01:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:01:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:01:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:01:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:01:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:01:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:01:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:01:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:01:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:01:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:01:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:02:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:02:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:02:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:02:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:02:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:02:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:02:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:02:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:02:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:02:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:02:51,1,FALSE
,FALSE,FALSE
2024-01-18 02:02:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:03:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:03:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:03:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:03:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:03:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:03:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:03:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:03:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:03:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:03:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:03:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:03:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:04:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:04:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:04:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:04:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:04:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:04:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:04:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:04:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:04:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:04:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:04:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:04:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:05:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:05:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:05:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:05:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:05:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:05:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:05:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:05:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:05:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:05:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:05:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:05:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:06:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:06:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:06:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:06:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:06:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:06:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:06:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:06:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:06:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:06:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:06:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:06:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:07:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:07:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:07:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:07:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:07:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:07:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:07:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:07:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:07:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:07:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:07:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:07:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:08:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:08:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:08:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:08:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:08:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:08:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:08:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:08:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:08:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:08:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:08:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:08:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:09:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:09:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:09:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:09:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:09:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:09:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:09:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:09:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:09:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:09:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:09:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:09:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:10:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:10:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:10:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:10:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:10:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:10:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:10:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:10:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:10:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:10:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:10:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:10:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:11:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:11:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:11:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:11:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:11:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:11:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:11:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:11:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:11:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:11:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:11:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:11:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:12:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:12:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:12:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:12:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:12:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:12:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:12:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:12:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:12:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:12:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:12:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:12:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:13:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:13:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:13:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:13:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:13:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:13:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:13:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:13:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:13:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:13:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:13:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:13:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:14:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:14:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:14:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:14:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:14:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:14:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:14:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:14:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:14:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:14:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:14:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:14:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:15:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:15:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:15:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:15:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:15:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:15:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:15:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:15:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:15:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:15:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:15:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:15:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:16:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:16:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:16:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:16:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:16:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:16:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:16:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:16:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:16:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:16:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:16:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:16:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:17:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:17:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:17:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:17:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:17:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:17:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:17:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:17:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:17:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:17:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:17:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:17:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:18:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:18:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:18:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:18:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:18:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:18:26,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:18:31,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:18:36,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:18:41,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:18:46,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:18:51,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:18:56,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:19:01,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:19:06,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:19:11,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:19:16,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:19:21,1,24.1
,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:19:26,1,24.1
,FALSE,FALSE
,1,24.1
2024-01-18 02:19:31,FALSE,FALSE
,FALSE,FALSE
2024-01-18 02:19:39,1,24.1
,FALSE,FALSE
,FALSE,FALSE
